id,score
140a310316038074cc92e9d9a38dfceafeaa63b4a2e0d441eb1361371e1deeef,0.059392635
e44de0fd7b7c050c8ecb20305c533c5c41e7faf52e9152fbdf62ac8149998cab,0.006775534
d5428698795e5fbce8caffadd0d25b097322e2d24dfa10d00427e171bd372a14,0.295104
0927761e6c7a1e4619cfb9d2ec322285c5a4925fcb7c407233a7abadda92a77b,0.015114649
fbbe33dfcb1ffeb2ebf6f4c6cd6d2a3d85d84a07422c31c605c7f4979ea56589,0.031556047
7266b9fce24676fb46f17d2007b8b22b441767cc87a825435b04c466c3d9f092,0.16126186
cb00566f358421ae2ff099024de35f5d9df689d7eb441f433b4bd4dcd6a49590,0.9389202
47ddf9bcb6ee5696ceca6bdbd7bb53f1560c03667afd45e84729d183a78aefc5,0.016702574
0056bf65de7c5e2f3df82d5bf2820a64ef6f6b18712fe47d42102a94fafc913e,0.0052963756
3a75d9b5fcfcaed34f9cc74b137f7851999ddf25eae447fa20380a2d7b6845d8,0.105502225
7777c62ed0e1120629a230765bb024213268437950866b2fddb9319368631629,0.29110527
a21bab4adf43ae5ee30cabecd043fec711578eac60822260b8c208f193266089,0.053196613
2326aae5c08923b39e28bb6d8fb2e3e407781395c4dfbaf196d0b134928478eb,0.6181145
18d8ca9efee7f2bacc94ce9fe1a8277bff681caf1653b6e45126f864fb19fef1,0.0027038457
6d8f4949c0641d63d38a11dd2cc6a6f7a5c8dd1f1d4c1534f426e1d054da48cf,0.10807978
2217b3feaa0a8233b19faa3980e32f42598d5a7fdf01f10ab5b34d1b43b8d1ba,0.6282822
295c562f5a64184c09b3db39c4af52d42cbfc22868f02336a38ebdab653c7681,0.030629577
c3d5536b035abf44f9441dca78ded27cf80c7524addab9fb389c98e77148fe0d,0.9090785
b91a14bca1bd98371eda9ea9791a556a40afb088cf9b6262ccfeb51b3a84cb4c,0.028221007
623255dd17d639dfd6619561ef7b39331104d2ec8b329fe9d9009073a43ff240,0.36705142
64ad29b121f033b0a376c9605477ca9f468c35a08c72354f3e1e8ae3f2da2bb7,0.8566801
13f3839d58e3426aaa682a7dbbd97650edf42877192d5fd69fc0f30439abd3ed,0.04204388
c839a8daa536127ba87b465bf2ca070510d089ac802481068b7aac7dc5971089,0.09375232
416f222f08caa5af75a931318850fda6eb35cae0728c93b9ed9ecefe5f661c95,0.04087015
827c4eb8d02a4760d87812397ef3b4bb428c2a396927406c1f645f28963bf52e,0.63340425
b617da59c5786d4c6c16dbcffc9e10399a0ecf73553c433fd4aaf19284af1d8d,0.0063998173
b685514bf72e5f8efa0a605fc368e61557e0c11cf9306c8c3363a13a1573f687,0.51749426
d8878078557cdd4c68d4e2266b20b08d6d9689d31b43d359a66b0e05628f4ade,0.023212029
df068ff28aca153e1ee7e4daf8cdc1725da78e95c2a1019f997342da2c645369,0.010760771
a0c1947854912191f35c221709d6605d76ab815a4a9212be3dfd86d6d86c7144,0.0026204786
b0ada9fccc95cfafa5e16c0042287a119f450ec1b24bc882cc5961c76ef76c04,0.25267807
268a66cec4043d44a8203f5c35da6562e406ebf3ce7fb88ae21f6fc45ba53a7a,0.7753383
68f0dff20c94d454d45b85bd9f20db1f0cac40c8e52181fb4b03387d891ff982,0.7405226
0aa7b2462d2f5f3e663b3ee42918db9b1d19d541328069e8bcc58c980c479c77,0.5529916
18bb7b03a14a3ee9c7de524f1e6308fe7145e78417e7f5d093c0cf7e162a0282,0.12398616
c9469f012a5b77a9dab48862c1ff0f48ffb37bd1e2fb6d4bf155e9f28890e7c7,0.3232902
69303722b70bdae5a2801988edebe052805e8ca5e152d7382580b9aad30426e3,0.018461725
7e4f06adbbc13d59e44d2d67c235d61c1e53bda98531aa52997e737870d84cdb,0.24063833
69a5d1d2c493b8c6f183ed9c97096051cdece0443ee97828c286ba0e1373cb3e,0.00786982
e65dab3cdf0e57ea361d0ec61611b08ae19090dc4a630393080108eb75daa56a,0.022181705
8c44ece718acafba21edba14d4eaef270c9dc19d727746248258aba4f96d44f8,0.55630434
1345c8552e7c548186c0a048da3cc28ebe11f959286b17de6f1b0905a42fc020,0.03568691
37e211ae06ed55b2b169eb05a6f3a64fc690a6e928f82c8138c165d02144181d,0.58964604
8c0a772a43bdd50bf83bcf3cbd785c6e1f0d7c9447d73cf97558fa86af3f63b8,0.32288516
923493429d4afb99e85031d8ed4d9a9dc90e8fedd8454cdd7f7194056c3937da,0.30054227
9cf3ad90e1b5b037d9d35eb2f2a71e7902f82d882e0458f2e8e03396994a2c25,0.039058983
804b3ac73ed4d53f457ceb72db5da83e6145c46cfd9f9d4ab9debf70babc2f4e,0.12506147
f8eadfbe8122e4fa3d55f04c7e25a99596bb045ef73f81555004bd2cf2a88404,0.0410261
3f5ef1ecad352302b51c293d1815d75afc01d125020f786962a1bada4a37f5d3,0.01393197
7d85c642bd4e62a00e5dd016b144e83c5cbd9d426b99f6e1b42b4851a14efe27,0.08372049
1078c97fa4b0729e99c10e0a2ebe110c2061fbd0cac65996684d91e4952d4b90,0.016730696
3b39958f0aa7dfe962f4b30d59d24c1c541d5995a0780404519c2afa0d921303,0.008208823
06fe5bdd4736dbc2bc393ff3a6bf45d5136a7f80ea34d320955d73e774256d59,0.21239007
667fb5654b8cb2f8b9dcefae58f56e795f63b2c5918d46afcfb46c4c9e59a2be,0.009570521
cf16f4c9d8bf328893c720dd60b0526fd0f9ee55ac87330851a7923638ef3b68,0.4022638
0322b27875da7a389541f6c5557d90567f14e885a0d1db5bf9804f99fa4051ba,0.006460248
509fb94fc7b62754c3e935de953c5ecbdd18cfd55abe114ba64865efee0358c1,0.12510827
5fe377d3c9be8f44efc3ca1d698ccea2133e2239a35ab14d748bf94a6563d74d,0.092614405
4a5697a9d8ac9e8b8123d8a3f6a08aced32062ef8c8fdb1170773a9004e4b1bb,0.12296057
b5b916393b4d3f5ca9a3fd258f3e6daaa94baae3bd500822c6703c4afd16de05,0.016048472
557a03eb769e966db6730fb67b09b567d64277089355673d0171535bf233386e,0.050256815
bf59a10e2c76d133a9b2ba04aa6521e48e58a81e78b684245b42c29f0372b9dc,0.00872773
b8c776bf3ccedd9d2ebfc90f09493470e0e9561f4956799123b4bca4962dced7,0.03469039
ee05c919ed01eeebd99dcde1e8725598525c2b19decccd5cbe2119f9a0e5a115,0.0024822697
648645f7b19b4c35f1a32da626f6437df39672973bd63f464ae047c7a08ec501,0.07637419
0c657f4939d131f65eaf7d1eb291b32d25ef3412c34b68b9cf39cc4c1aa9bcb2,0.03174469
a827db0aaf840d6ad4047e57f730ee3eef1363533527329d27ed62283d874e59,0.034292556
43495530e5080df2ebb3f731e9f84a0cc37d922b23217893efa7e2ef382336c5,0.06563931
500eb9534f3c731065d2d2f02a6786e838155b49c08f50c6ef1f4f5aec51697e,0.007226894
7d51161e2732ad228ab6b2dd56074671433cdf83b532ee17d0ebf7b477ca0e4a,0.092189096
d41c3865d489892178207a0af31c791751b087aaf2fb080050934a1363fb9f0b,0.020543572
6f7903afe4414ca4f4130558e3528f97d6a186db9604576bfa0836aa23db5d22,0.6898694
a73e095772fcbd56d12fb0eb1f8bbd02fbbfb4227da662ad9d985e8b9405d7c5,0.013908721
77a43c6e034de937007229bdec6dfe88e93fe913cd268d3c1f3c51ea1bf567c2,0.38956025
71d28df52435d315ea945fb57509a2b5a3388b94492a712bd33222adea9f7b66,0.24434736
729f64439ad72e070a51b41ec81dceab77271b1e074198e3bace04a8b200c4b7,0.23491663
6a379510d1ae869446f7d37b208a11384bd3d6a5d54eda897082d7bff57d646b,0.060551997
9f34422ed56bccb03b849b2923e3fbb345ef15a4fb9430ce75bb6d63dfc816f0,0.05207849
92093d005ef44fd8b767a6d1f9c73a2aa150dfbe42b616ef82b497649a4f7540,0.05124189
5ab7b3a3bebd3e7c4d36995f581427131b0afcaf842ab78360150a71b131a15b,0.2520107
039ea8443445be21ee106d25a8dee6423e9d6bb6a5001f79b695a2ab3f95d4e3,0.034673207
89240a1ecef89cfcf56f9e61a7580ab967bf8cbbe81d3cbb729ae5446f487b1b,0.1094784
471182d57a29858718199167d15cca716e96d3b4e4547eab24a8e97406174357,0.79274994
2879354351b19057bbd3772679cbf7526ab760f315d8afd32d9d07cdd52cd7cd,0.009662416
3d6cb6b3d2b278810ac5e69e1490fd536170ede80dcdff9130fe726e4a1ffca2,0.002212427
289d232475df4cf3f795f1ca3f188b51c55fb5386c698b5911d463520254868a,0.22574888
58bff756b7a6bdd1775f287ef4f41ca6c51b9850605e3662539206dbfcf69875,0.07549555
003e68ffc99f1094be45717811a0ad1b0cd1d726cdfdaebf2c9e5337b6516f00,0.29272372
01b025b82fa24f71cf0fe13d5816849fdded932d9db0609ca1412012fac950f2,0.554518
4b387e9ffba6d150fe7e77cc049027b0beeb5343bc4be844c2697848990545c0,0.25509867
fabb129d9fd658a7d9c174aab0516e8cac99c24cb927caeb0e2f4bfe0df168dc,0.93794584
bad1ba91ae48691124ad2f9eadb48b63585a5ba7ac83b1df7f241b93d8605585,0.07447856
1316c79dc9bd4c80a58bfa970c4958f52cc277a8806dcf9ec3ab6661c55fc017,0.0035157455
90bd6299cf1408dd4f5ec135758364e9af5414fdce7bb95af1ca16807a0148a5,0.012798734
282f1d2b42d9de3f9ddb1fee36c026afb47ea798e9219918ffb31c2c07823b6f,0.021047454
8f3819dda37d4071942d75a4a8ed8e9433d21fdd3f955a281dd8f04724d82fb4,0.0560905
4c66eb044b843b731db01dec2a0d3c2cc238ba6b8ef6087563c1adb7886351c4,0.083546825
b148fe1b003d027d22734e278a76a515ad3e02504e2bb4819065e42fca8a8160,0.25319886
b64e9a046c2e9f790f879a8fba761fa582b30341819589f4cd1201d0dd060790,0.2700781
ce8707c9aa6d374c32f0e299a3f4e2ffdda2d3ade167b065bd7e53a0b5f29a51,0.036967114
3e1deb4e6ee5c5e69d1cf7c0c1b76aa0e7c4b54036cf8a1438046dc050a7cdb3,0.026322618
0519179868b10bd714ef9140889a8eb02f91643e51fd55258a065c823a787600,0.09676064
bf0ec9949c6cdd9f8917f134e98ce8554393cc0610cc840c495b3b6cdec78894,0.8937801
6a828010414e8d38770fb001a3362d0887e2f96c078beec7450982b3522f26e9,0.4086998
ab9b1fae745c366158e17f6ce850c589791282af099a3ff6339b0a566b7557b2,0.16211234
ff628119a9e8cd653d951bcacce130cca11abb309e89ed4d199e3be67a8f9407,0.011865408
7aac7ddd5c5109449669f62c6967a36d1930cc362b4638b20173330604315a82,0.63705754
27fc1a73e19813a206d880ee2453b2bd37c0d9dfc8e7e40f94468f9f708299e3,0.19266813
6656f47b4dfc2e36ea54c3c4af62ebf546e9e8be9a0606a31644784833274fa6,0.088497646
78e8d0ba454b8ff25a04dd94fa8aeb374ade7ed7afc8c3e2cdf6fc722474131e,0.5279958
77de28028e2e34dfabca1364147668bb0cd8adb108729ee6adccaec156faa59f,0.06278496
562f91c309f5c43b1957d0e575389d7fa0655a8bf01199f67cc1f0bae9d1e6c9,0.5731982
b4c789ee39c293c477a267b50f88da2877a06dc70a2000c0de7e38ad55985411,0.76857483
8e6369f2dd4aeca7a110c87f5224d4af76463d263722ae1e45ca0036e9d10df9,0.037225004
76874d35647652090547f91ad228d773edc918b74eb4c9f164d1c9f941eb7809,0.17363662
2639503a644605ce42d0a2b24deab9ab92588b8978ea01a945d761b17f5f24a0,0.057916332
448d805576ce5a444f9cbcd9404338c84cb4680f2601db1d27e38751cd030e33,0.66946423
828e275b17518a6ecc267b78b810bc11cf3d3851afc4f14f96301bc83a3a834e,0.43594006
bbca0d5af825ae7c8db7f703505db1d04e0903fd57303f43fa9cc87c9ace22a7,0.56076366
80194e93465ee48b51ac43ee0e65558cd6763e61a75d5cdad2beef8fbdab9ca9,0.043663774
fb75c4e02ae2f2ee3b258bf0bfbb33e1e94889548fe729e3db03c32f396b7fb5,0.057699017
0c1072a6e64b7cc7f9dd32347d8aea601ea9dd7838fa840382f02386c1541922,0.15498851
43646f09b0896e5a0cba7c285705e89a64b638c2af52cc987487b842baceda5f,0.02293356
9f64173bebe9a6345feba09c30167be7220acc35b52bab84bc141a6b7ff065c6,0.045508385
03f84d47517ceba95728f4837f5b3d4295624c30e702ded4aa0407ef5e7a6ba7,0.06603123
90c26ec050e1781e431b44c3339df96df0faf84e0313cd086edcf55b02a2a4ab,0.16572219
b060fe957c6cbb112db20665fda2a4828355009f7b54b3d4738dc46945abd15c,0.009700352
139fb7a6cefde47c92cdcbe433ae3512a977742b44cdbbb1c546dc96e0630429,0.029057
dc64fb1826158b591f034fafb149c1bd71fb28ffe8df9bf527f54545620a3ee1,0.0021989944
90fdb64719cdfab9020b45c320987608c5f281e4f08fd9e8fa3b7930d2d5969f,0.51949215
d820be37cf709e4e373a9f3c1db98f5c8bb393ed5854c31eb853835e491e2e13,0.0153985545
6cf84f2e5e1073ac79584871626e5b9309f433b0f14184fd09852ec2dabb9427,0.06427847
dc707f8cc4cf5eacb949e6a8d5c8b70bcfd499506b1f284a9f4775060f023c85,0.087778725
539b8a610e85b5d8ab3071b56950088d5a3c8eb317fc4acaf1d8ea69402cb112,0.042271648
4431557505e6dbac29452c7a9ac35533573f0f7091b5c3d834b8ee13a799438c,0.16811836
e0709187471d22fa42d90fda7b2c49bc044c83c6824a1212f20dc8b815478484,0.052591898
fdd442ceae21e6cfe6b6de654a1bd290710204121780d260fc72afd1bccb7d1e,0.15017974
c829b062e02ccc01d9438949526ab056139a5da07cbbf1ea2d04100d762ca25c,0.06824887
96d70bf703512dbdc68dff48855dc71a616f8669170101c1ca4ebb6c9d8e3401,0.09011629
4440ebea667cf328804772bd4ab92c0d842cd1528d4fa48900fc62acd35059fd,0.14153892
6ee7aff7bea8ce883fc0e6039be2fd2e617832ef4138639e4b6c67fdea82ed1d,0.33806488
1cf4b079f2d8deea38e95a932770e41ea6ba036ffad9f8b8415d8043cb2cd2d8,0.24115402
dfa0d1d1d568584a229441fa4645cbc8dc202d3edd9a8a6b9ab9f391cf60a93a,0.12080622
303c6ef898770f6d6a18e81f358a999cf683e57c234959880f66090e2f9f32fd,0.0027869972
bee277bda2f41cfc0cfeee6b827650cc2408cec118c971d0df2ee270cae87f7c,0.066821575
6518439c6bb0e93d83361cbfcc43cf352573e2cf1757635ab5386bd1310b5467,0.21792032
9d9baa6fd3f19af58448093c9fb2b03ce0e489e86fa5dee9eb3984b058f53c62,0.678385
43412ab9a23baf8888b09d9aa651c151152d04977ecb2b6f1a85fba8bd85b268,0.0050921715
8cd557a9ee4eeb31e7a721a3f73c1df27244a6c7d47e5aca444bdc493e13f6ee,0.96632504
fbb71ba684f47fd554b0a7090b472643c9ad85b33d1c475cfadb44e56755fbab,0.21474116
e80512c0d8ef68a2eb1a1b3821cbc2465b3f4865305659b07c3680e5150d0623,0.38921806
d6cc16bd11a2f3e53981d37e2d5804e1f819a4991797a1dbbf875ca5a83acd6f,0.049336173
007e2627ec054a6f93e5535a783493fe881c90f6a13b5f5ae6e6bbb7c08a361d,0.020561505
e1dec5c6ab9dc2a49da0ff92571e2392f03175661db33f7a7a1451477b1e6bf1,0.19709583
99d695f9d411a20dd6f96243e72a0899673a5cb7ff00f6a57cd502c574006ddb,0.7141724
737e4551d2a047c43fdc100b3aac77e29778a33f17bf7fabc41f877481a0564f,0.8267838
aef121f2df22a2d66936e679cc46d88776405ee0f5219e8fb5fb3e8c50a3c279,0.3740623
7c851aaec577adc5440c65424953149a1759724c58741ed83eb7aafdd2053721,0.32501775
0623591d569b6b476451e30cd995ef0d2980750a03df737581c416b460fef3ca,0.42024973
8b1fb0f41b11aa14fdae09bb0ed8c1fba3d5ff48ec518f5670b44f5ce1b7b709,0.031049125
de902df4f2c368cad5187f8868fe9b9ffc7ce803098b30389d006dd7610e3e43,0.39190847
dd257c32ab13956a82c1775bd1d8e3541cd64da6e59dcc88a9b34c05830d4755,0.044300288
4ef0c4202b814cc5c777bdc5193bbcc195b570e8a904e736601661c625cbf575,0.17364177
